# Train_Loss Validation_Loss Train_Accuracy Validation_Accuracy
1.585370	1.329538	0.410778	0.529600
1.066288	1.146914	0.617667	0.606200
0.835613	0.718300	0.704667	0.754000
0.674671	0.570258	0.762467	0.805200
0.550696	0.537668	0.810911	0.818400
0.473882	0.648935	0.835733	0.790000
0.411719	0.461315	0.856178	0.846400
0.365429	0.406498	0.872689	0.864400
0.328999	0.389993	0.885222	0.863400
0.292721	0.377315	0.895578	0.876800
0.262293	0.416217	0.909356	0.871600
0.239018	0.378110	0.917733	0.878400
0.218966	0.384324	0.924822	0.884800
0.203112	0.333842	0.929044	0.893200
0.179217	0.351028	0.937689	0.893200
0.166521	0.319295	0.940956	0.899000
0.151686	0.328619	0.946667	0.905400
0.134366	0.343699	0.952333	0.902000
0.124988	0.332975	0.955800	0.908600
0.119256	0.351530	0.957778	0.903200
0.112370	0.347795	0.960533	0.904600
0.095898	0.349967	0.965867	0.905600
0.098422	0.361940	0.964711	0.904600
0.090592	0.364164	0.968156	0.907400
0.083410	0.354203	0.971289	0.909800
0.075740	0.375534	0.973178	0.905600
0.077380	0.355526	0.972289	0.912200
0.070385	0.373547	0.975422	0.909800
0.061965	0.340430	0.979378	0.917000
0.065264	0.387465	0.977800	0.910400
0.066204	0.348700	0.976178	0.917200
0.054451	0.374554	0.980556	0.913400
0.056429	0.423426	0.980689	0.905800
0.053250	0.425721	0.981489	0.907200
0.053816	0.424024	0.981578	0.908400
0.051170	0.410046	0.981911	0.914800
0.045839	0.376756	0.984089	0.914600
0.046276	0.369034	0.984156	0.917200
0.040023	0.371852	0.986378	0.917800
0.040991	0.454295	0.985778	0.911400
0.045387	0.396289	0.984378	0.912600
0.042494	0.394454	0.984733	0.917000
0.037713	0.415149	0.986778	0.918600
0.037020	0.450267	0.986667	0.906400
0.030692	0.427139	0.989578	0.917200
0.039419	0.454103	0.985956	0.915800
0.040321	0.406668	0.986978	0.917200
0.033695	0.434486	0.988356	0.917800
0.035297	0.394721	0.987489	0.919200
0.030116	0.394672	0.989733	0.921800
0.030718	0.427535	0.989356	0.915400
0.035632	0.440160	0.987511	0.912800
0.032290	0.402633	0.989267	0.922000
0.026142	0.433617	0.991156	0.918400
0.025757	0.390403	0.991222	0.925400
0.030522	0.435534	0.989400	0.920400
0.029522	0.426090	0.989778	0.919600
0.030307	0.445990	0.989667	0.924400
0.026077	0.431892	0.990644	0.919400
0.021837	0.448929	0.992511	0.916800
0.031472	0.415220	0.988689	0.915600
0.024392	0.452098	0.991844	0.923200
0.021757	0.423733	0.992711	0.919600
0.023105	0.433957	0.992200	0.921200
0.023722	0.445284	0.991556	0.920400
0.024791	0.481999	0.991311	0.918200
0.027292	0.432755	0.990644	0.921800
0.024229	0.403895	0.991511	0.923200
0.018669	0.438448	0.993711	0.924400
0.017817	0.479591	0.993844	0.917600
0.026393	0.450217	0.990311	0.916600
0.019841	0.409492	0.993089	0.926200
0.020192	0.453455	0.992822	0.917800
0.021565	0.473127	0.992622	0.920200
0.020997	0.509992	0.992733	0.913800
0.023290	0.453620	0.992267	0.922400
0.020213	0.419900	0.992867	0.926800
0.017490	0.427697	0.994178	0.928800
0.019314	0.456301	0.993400	0.923400
0.020001	0.464366	0.993356	0.919800
0.018191	0.499980	0.993711	0.913000
0.017498	0.429309	0.994267	0.925000
0.019079	0.449727	0.993600	0.926600
0.017808	0.514407	0.993578	0.915600
0.020289	0.472639	0.993222	0.922200
0.018899	0.431953	0.993467	0.924800
0.016515	0.436579	0.994489	0.923800
0.016033	0.442318	0.994978	0.919000
0.015331	0.473923	0.994800	0.920000
0.017188	0.474038	0.994267	0.924600
0.016046	0.463778	0.994711	0.924800
0.019335	0.422098	0.993933	0.924200
0.017042	0.443942	0.994444	0.925000
0.015393	0.452461	0.995156	0.926200
0.018050	0.497295	0.993533	0.916800
0.017432	0.403130	0.993933	0.927200
0.014783	0.458311	0.995044	0.925200
0.015157	0.497276	0.994756	0.921600
0.013092	0.478625	0.995600	0.924200
0.012420	0.450431	0.995778	0.929600
