# Train_Loss Validation_Loss Train_Accuracy Validation_Accuracy
1.872221	2.426239	0.283511	0.136400
1.552033	2.106707	0.418578	0.306200
1.318731	3.596469	0.514689	0.143800
1.137050	2.750404	0.586778	0.215800
1.036360	2.165765	0.626089	0.364000
0.945949	1.461296	0.657022	0.503200
0.875775	6.366787	0.684222	0.099400
0.813538	3.943340	0.706444	0.201600
0.763517	4.938619	0.728178	0.231000
0.713262	1.733647	0.749533	0.475800
0.677038	2.178954	0.764089	0.409400
0.636947	1.414885	0.777867	0.550400
0.609462	2.381041	0.786600	0.408200
0.571784	1.891638	0.800022	0.512000
0.550797	2.371538	0.809578	0.405400
0.531725	1.476130	0.815422	0.614200
0.506591	2.325925	0.826000	0.453600
0.488559	3.766595	0.831067	0.295600
0.467201	2.071798	0.840133	0.509600
0.452741	9.277417	0.842889	0.133800
0.435109	2.821252	0.848444	0.340200
0.421544	1.374868	0.854333	0.588200
0.410646	1.695255	0.857800	0.538800
0.393979	2.347574	0.863911	0.416600
0.382757	1.095771	0.867844	0.677200
0.364535	2.230626	0.873467	0.440600
0.353641	1.602210	0.876889	0.556000
0.346324	1.872795	0.879444	0.577800
0.336080	2.702590	0.882222	0.369000
0.326980	3.881307	0.887378	0.327000
0.312183	2.833757	0.891467	0.433800
0.306042	4.710279	0.892089	0.311800
0.296965	3.094064	0.897044	0.424200
0.290013	4.534298	0.898533	0.342400
0.275842	2.115275	0.905000	0.564200
0.271872	3.022559	0.904867	0.418600
0.267353	2.528380	0.906578	0.554800
0.255634	1.962371	0.910356	0.567600
0.258694	2.415307	0.909711	0.552400
0.242221	0.867097	0.915511	0.762200
0.235782	2.738888	0.918044	0.420400
0.233200	4.177893	0.919489	0.408200
0.221270	1.516710	0.922400	0.635400
0.218644	2.222262	0.924533	0.540200
0.215472	2.938259	0.923400	0.418200
0.208969	2.044590	0.927622	0.552400
0.202353	2.759476	0.929022	0.538600
0.197845	2.750703	0.931733	0.521600
0.192692	4.538958	0.932378	0.304200
0.187409	3.021465	0.933733	0.543600
0.180890	2.233713	0.936400	0.580800
0.181525	3.191194	0.935800	0.464600
0.171683	1.988912	0.939733	0.617400
0.173243	5.611978	0.938978	0.320200
0.164579	1.264596	0.942778	0.715400
0.162870	2.547004	0.942244	0.540000
0.157121	1.309274	0.945689	0.715200
0.151996	3.136965	0.946489	0.543200
0.153143	2.378600	0.945533	0.644800
0.142422	1.654811	0.948689	0.662000
0.140989	3.483795	0.950156	0.437600
0.137931	1.518279	0.949733	0.713400
0.137827	3.067930	0.951156	0.501200
0.129508	1.204084	0.953356	0.749000
0.128102	2.556023	0.954889	0.576800
0.127397	2.000422	0.955556	0.619800
0.119866	4.916947	0.957089	0.404800
0.121810	2.052963	0.956822	0.610400
0.112967	2.003889	0.959933	0.640400
0.114818	2.582254	0.957889	0.622200
0.110090	1.035144	0.960178	0.783000
0.109834	0.692616	0.959711	0.824800
0.103810	3.309103	0.962956	0.505000
0.109001	3.522140	0.961267	0.520000
0.102844	2.102095	0.963156	0.672800
0.097689	1.740355	0.965378	0.661800
0.100932	2.119558	0.963889	0.640600
0.093905	1.221337	0.966311	0.772800
0.092890	2.118701	0.966400	0.693400
0.089663	2.320371	0.967978	0.632800
0.082976	1.770860	0.970578	0.682000
0.090498	1.708806	0.967422	0.714200
0.089916	1.472961	0.968044	0.683200
0.081310	0.638289	0.971133	0.847000
0.081906	1.144191	0.971311	0.801000
0.082410	3.951126	0.970711	0.509600
0.079392	3.367242	0.971689	0.513800
0.076752	1.878285	0.972222	0.701800
0.075528	2.924708	0.973111	0.570400
0.070489	1.488680	0.975111	0.737600
0.076486	1.366322	0.972578	0.750400
0.076862	3.724988	0.972333	0.512800
0.072739	2.352886	0.974022	0.638600
0.072398	0.766350	0.974200	0.845600
0.073099	1.934618	0.973489	0.705000
0.069460	1.737562	0.974978	0.680200
0.067436	1.122341	0.976222	0.804200
0.066625	1.765004	0.976756	0.727800
0.063480	1.298748	0.977578	0.763400
0.064510	1.757435	0.977822	0.707400
